start,end,duration_h,peak_obs_mllw,peak_pred_mllw,peak_surge_ft,max_depth_curb_in,max_depth_road_in,max_depth_intersection_in,max_depth_lawn_in,year,month
1961-04-13 05:00:00,1961-04-13 08:00:00,4,8.385,5.465,3.3120000000000003,21.659999999999997,19.259999999999994,17.099999999999998,16.619999999999997,1961,4
1961-04-13 18:00:00,1961-04-13 19:00:00,2,7.187,5.599,1.588,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1961,4
1961-10-21 17:00:00,1961-10-21 19:00:00,3,7.086,5.705,1.7359999999999998,6.072000000000003,3.6720000000000006,1.512000000000004,1.0320000000000036,1961,10
1961-10-22 05:00:00,1961-10-22 08:00:00,4,7.486,6.023,2.141,10.872000000000007,8.472000000000005,6.312000000000008,5.832000000000008,1961,10
1961-10-22 18:00:00,1961-10-22 20:00:00,3,7.187,5.814,1.8619999999999992,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1961,10
1961-10-23 06:00:00,1961-10-23 08:00:00,3,7.486,6.231,1.7350000000000003,10.872000000000007,8.472000000000005,6.312000000000008,5.832000000000008,1961,10
1961-10-23 19:00:00,1961-10-23 20:00:00,2,7.187,5.84,1.6000000000000005,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1961,10
1961-10-24 07:00:00,1961-10-24 09:00:00,3,7.187,6.223,1.314,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1961,10
1961-10-25 09:00:00,1961-10-25 09:00:00,1,6.685,6.009,0.6759999999999993,1.2600000000000051,0.0,0.0,0.0,1961,10
1961-11-24 09:00:00,1961-11-24 10:00:00,2,7.187,5.596,1.7590000000000003,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1961,11
1962-03-06 06:00:00,1962-03-06 10:00:00,5,8.985,5.769,3.8070000000000004,28.859999999999992,26.45999999999999,24.299999999999994,23.819999999999993,1962,3
1962-03-06 18:00:00,1962-03-06 23:00:00,6,9.287,5.526,4.439,32.48400000000001,30.084000000000007,27.92400000000001,27.44400000000001,1962,3
1962-03-07 07:00:00,1962-03-07 11:00:00,5,9.087,5.801,4.024000000000001,30.083999999999996,27.683999999999994,25.523999999999997,25.043999999999997,1962,3
1962-03-07 19:00:00,1962-03-07 22:00:00,4,8.385,5.601,2.8229999999999995,21.659999999999997,19.259999999999994,17.099999999999998,16.619999999999997,1962,3
1962-03-08 08:00:00,1962-03-08 10:00:00,3,7.486,5.642,2.135,10.872000000000007,8.472000000000005,6.312000000000008,5.832000000000008,1962,3
1962-03-08 22:00:00,1962-03-08 22:00:00,1,6.587,5.508,1.0789999999999997,0.08399999999999608,0.0,0.0,0.0,1962,3
1962-11-10 05:00:00,1962-11-10 07:00:00,3,7.584,6.099,1.4849999999999994,12.047999999999995,9.647999999999993,7.487999999999996,7.007999999999996,1962,11
1962-12-06 13:00:00,1962-12-06 15:00:00,3,6.886,4.797,2.8949999999999996,3.6720000000000113,1.2720000000000091,0.0,0.0,1962,12
1963-04-23 20:00:00,1963-04-23 20:00:00,1,6.587,6.119,0.46799999999999997,0.08399999999999608,0.0,0.0,0.0,1963,4
1963-09-06 09:00:00,1963-09-06 10:00:00,2,6.685,5.782,1.0169999999999995,1.2600000000000051,0.0,0.0,0.0,1963,9
1963-11-07 13:00:00,1963-11-07 13:00:00,1,6.587,5.166,1.4209999999999994,0.08399999999999608,0.0,0.0,0.0,1963,11
1963-11-29 06:00:00,1963-11-29 06:00:00,1,6.587,5.982,0.6049999999999995,0.08399999999999608,0.0,0.0,0.0,1963,11
1963-11-29 19:00:00,1963-11-29 19:00:00,1,6.587,5.053,1.5339999999999998,0.08399999999999608,0.0,0.0,0.0,1963,11
1964-01-13 08:00:00,1964-01-13 08:00:00,1,6.685,4.282,2.4029999999999996,1.2600000000000051,0.0,0.0,0.0,1964,1
1965-01-17 07:00:00,1965-01-17 08:00:00,2,6.987,5.844,1.3650000000000002,4.884,2.483999999999998,0.3240000000000016,0.0,1965,1
1966-01-23 07:00:00,1966-01-23 11:00:00,5,8.887,4.663,4.389000000000001,27.684000000000005,25.284000000000002,23.124000000000006,22.644000000000005,1966,1
1966-09-14 19:00:00,1966-09-14 19:00:00,1,6.587,6.272,0.3149999999999995,0.08399999999999608,0.0,0.0,0.0,1966,9
1966-09-15 08:00:00,1966-09-15 08:00:00,1,6.587,6.12,0.46699999999999964,0.08399999999999608,0.0,0.0,0.0,1966,9
1966-09-21 13:00:00,1966-09-21 13:00:00,1,6.685,5.224,1.4609999999999994,1.2600000000000051,0.0,0.0,0.0,1966,9
1966-12-29 08:00:00,1966-12-29 09:00:00,2,7.086,5.377,1.7090000000000005,6.072000000000003,3.6720000000000006,1.512000000000004,1.0320000000000036,1966,12
1967-01-27 08:00:00,1967-01-27 09:00:00,2,6.787,5.522,1.4399999999999995,2.484000000000009,0.08400000000000674,0.0,0.0,1967,1
1967-04-24 20:00:00,1967-04-24 20:00:00,1,6.685,6.303,0.3819999999999997,1.2600000000000051,0.0,0.0,0.0,1967,4
1967-04-27 22:00:00,1967-04-27 23:00:00,2,7.086,5.652,1.593,6.072000000000003,3.6720000000000006,1.512000000000004,1.0320000000000036,1967,4
1967-04-28 23:00:00,1967-04-29 00:00:00,2,6.886,5.281,1.7850000000000001,3.6720000000000113,1.2720000000000091,0.0,0.0,1967,4
1967-05-24 21:00:00,1967-05-24 22:00:00,2,6.787,6.25,0.7869999999999999,2.484000000000009,0.08400000000000674,0.0,0.0,1967,5
1967-05-25 22:00:00,1967-05-25 23:00:00,2,6.787,5.997,1.1369999999999996,2.484000000000009,0.08400000000000674,0.0,0.0,1967,5
1967-06-20 20:00:00,1967-06-20 20:00:00,1,6.587,5.947,0.6399999999999997,0.08399999999999608,0.0,0.0,0.0,1967,6
1967-11-02 07:00:00,1967-11-02 08:00:00,2,6.685,6.502,0.40199999999999925,1.2600000000000051,0.0,0.0,0.0,1967,11
1967-11-03 08:00:00,1967-11-03 08:00:00,1,6.685,6.544,0.14100000000000001,1.2600000000000051,0.0,0.0,0.0,1967,11
1967-11-04 09:00:00,1967-11-04 09:00:00,1,6.685,6.356,0.32899999999999974,1.2600000000000051,0.0,0.0,0.0,1967,11
1968-06-10 20:00:00,1968-06-10 21:00:00,2,6.987,6.413,0.7359999999999998,4.884,2.483999999999998,0.3240000000000016,0.0,1968,6
1968-11-10 11:00:00,1968-11-10 11:00:00,1,6.935,4.613,2.321999999999999,4.260000000000005,1.860000000000003,0.0,0.0,1968,11
1968-11-12 09:00:00,1968-11-12 14:00:00,6,8.746,4.449,4.4830000000000005,25.992000000000004,23.592000000000002,21.432000000000006,20.952000000000005,1968,11
1968-12-04 07:00:00,1968-12-04 08:00:00,2,6.787,5.226,1.8979999999999997,2.484000000000009,0.08400000000000674,0.0,0.0,1968,12
1969-11-09 06:00:00,1969-11-09 07:00:00,2,7.017,5.815,1.202,5.244000000000014,2.844000000000012,0.6840000000000153,0.20400000000001484,1969,11
1969-11-10 07:00:00,1969-11-10 09:00:00,3,7.217,5.961,1.6349999999999998,7.6440000000000055,5.244000000000003,3.0840000000000067,2.6040000000000063,1969,11
1969-11-11 09:00:00,1969-11-11 09:00:00,1,6.797,5.796,1.0009999999999994,2.6040000000000063,0.20400000000000418,0.0,0.0,1969,11
1969-12-26 08:00:00,1969-12-26 10:00:00,3,7.945,4.725,3.2699999999999996,16.380000000000003,13.98,11.820000000000004,11.340000000000003,1969,12
